Year_Month,Date,Month,Year,Channel,Location,Format,Ad_Name,Full_Ad_Name,Purchases,Revenue,Impressions,Ad_Clicks,Spend,Leads
2022-11,2022-11-10,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,22,12,14.456,
2022-11,2022-11-08,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,9,1,3.362667,
2022-11,2022-11-03,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,1,0.658667,
2022-11,2022-11-25,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,21,4,12.826667,
2022-11,2022-11-07,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,4,7.505333,
2022-11,2022-11-23,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,9,3,14.716,
2022-11,2022-11-22,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,10,2,1.248,
2022-11,2022-11-19,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,10,7,19.604,
2022-11,2022-11-29,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,11,0,0,
2022-11,2022-11-30,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,5,0,0,
2022-11,2022-11-09,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,9,3,2.86,
2022-11,2022-11-12,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,6,0,0,
2022-11,2022-11-11,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,2,0,0,
2022-11,2022-11-18,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,8,4,6.066667,
2022-11,2022-11-05,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,4,2,0.918667,
2022-11,2022-11-15,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,9,2,0.468,
2022-11,2022-11-02,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,4,1,2.704,
2022-11,2022-11-06,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,8,2,1.265333,
2022-11,2022-11-01,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,4,1,0.606667,
2022-11,2022-11-24,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,10,4,5.130667,
2022-11,2022-11-14,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,18,5,13.364,
2022-11,2022-11-20,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,15,2,4.645333,
2022-11,2022-11-04,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,0,0,0,
2022-11,2022-11-13,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,,,12,3,2.010667,
2022-11,2022-11-14,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,8,1,0.138667,
2022-11,2022-11-28,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,4,0,0,
2022-11,2022-11-26,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,2,0,0,
2022-11,2022-11-05,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,0,0,0,
2022-11,2022-11-22,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,45,7,2.218667,
2022-11,2022-11-24,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,42,3,1.404,
2022-11,2022-11-09,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,3,1,0.138667,
2022-11,2022-11-13,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,28,4,6.136,
2022-11,2022-11-17,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,39,6,3.726667,
2022-11,2022-11-25,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,9,0,0,
2022-11,2022-11-15,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,28,6,2.842667,
2022-11,2022-11-23,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,14,2,0.953333,
2022-11,2022-11-12,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,2,0,0,
2022-11,2022-11-19,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-11,2022-11-21,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,7,0,0,
2022-11,2022-11-02,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,8,0,0,
2022-11,2022-11-30,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,12,1,0.52,
2022-11,2022-11-20,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,24,3,4.402667,
2022-11,2022-11-08,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,26,2,1.317333,
2022-11,2022-11-04,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,7,1,0.034667,
2022-11,2022-11-29,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,19,2,0.814667,
2022-11,2022-11-10,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,39,11,14.352,
2022-11,2022-11-06,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,21,3,2.08,
2022-11,2022-11-03,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,31,7,2.184,
2022-11,2022-11-18,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,11,1,0.086667,
2022-11,2022-11-07,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,3,1,1.213333,
2022-11,2022-11-16,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,9,2,0.762667,
2022-11,2022-11-27,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,45,8,33.002667,
2022-11,2022-11-01,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,35,7,7.245333,
2022-11,2022-11-11,November,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,6,2,0.121333,
2022-11,2022-11-26,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,2,0,0,
2022-11,2022-11-20,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,94,20,46.852,
2022-11,2022-11-14,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,11,1,0.624,
2022-11,2022-11-08,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,138,28,45.829333,
2022-11,2022-11-02,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,41,11,14.750667,
2022-11,2022-11-12,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,8,1,2.513333,
2022-11,2022-11-18,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,47,8,5.876,
2022-11,2022-11-11,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,44,6,9.932,
2022-11,2022-11-09,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,29,10,5.806667,
2022-11,2022-11-21,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,15,3,8.788,
2022-11,2022-11-21,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,179,37,13.208,
2022-11,2022-11-11,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,89,7,1.854667,
2022-11,2022-11-04,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,73,12,2.201333,
2022-11,2022-11-13,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,173,16,11.197333,
2022-11,2022-11-07,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,123,12,16.53262,
2022-11,2022-11-12,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,236,42,29.050667,
2022-11,2022-11-14,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,221,21,9.56509,
2022-11,2022-11-16,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,201,29,23.102532,
2022-11,2022-11-15,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,313,29,14.851462,
2022-11,2022-11-26,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,227,38,46.418667,
2022-11,2022-11-10,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,152,30,25.670667,
2022-11,2022-11-03,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,125,21,5.98,
2022-11,2022-11-02,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,128,16,21.688928,
2022-11,2022-11-19,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,101,14,6.292,
2022-11,2022-11-23,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,172,25,26.034687,
2022-11,2022-11-30,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,115,5,2.850077,
2022-11,2022-11-18,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,94,11,7.910455,
2022-11,2022-11-08,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,119,13,7.887967,
2022-11,2022-11-01,November,2022,Performance Max Audience,CAN,Dynamic,BC,WR _ 2024 _ Performance Max Audience _ Canada _ Both Device _ BC,,,111,16,14.213333,
2022-11,2022-11-08,November,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,128,52,35.88,
2022-11,2022-11-16,November,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,182,82,75.729333,
2022-11,2022-11-02,November,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,241,53,44.026667,
2022-11,2022-11-12,November,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,149,55,44.824,
2022-11,2022-11-26,November,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,154,62,45.812,
2022-11,2022-11-17,November,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,103,46,51.722667,
2022-11,2022-11-25,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,84,21,15.184,
2022-11,2022-11-17,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,47,10,3.64,
2022-11,2022-11-26,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,86,10,9.186667,
2022-11,2022-11-10,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,47,7,2.998667,
2022-11,2022-11-09,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,85,10,4.992,
2022-11,2022-11-13,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,172,23,27.369333,
2022-11,2022-11-02,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,103,16,28.998667,
2022-11,2022-11-29,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,74,16,7.678667,
2022-11,2022-11-24,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,63,11,28.565333,
2022-11,2022-11-21,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,125,30,17.333333,
2022-11,2022-11-12,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,72,14,13.78,
2022-11,2022-11-22,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,93,14,20.973333,
2022-11,2022-11-08,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,63,11,17.385333,
2022-11,2022-11-15,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,73,12,7.921333,
2022-11,2022-11-03,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,49,7,7.332,
2022-11,2022-11-01,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,93,10,14.490667,
2022-11,2022-11-05,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,98,13,9.082667,
2022-11,2022-11-14,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,77,13,8.857333,
2022-11,2022-11-27,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,136,12,6.5,
2022-11,2022-11-18,November,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,97,9,2.444,
2022-11,2022-11-05,November,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,112,20,31.494667,
2022-11,2022-11-18,November,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,172,34,48.446667,
2022-11,2022-11-11,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-22,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-21,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-05,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-26,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-14,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-07,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-10,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-13,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-17,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-18,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-27,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-16,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-24,November,2022,Social Display Audience,West Coast,Carousel,Travel Aura _ Ad 1,Annual 2022 _ Social Display Audience _ West Coast _ Both Device _ Carousel _ Travel Aura _ Ad 1,,,0,0,0,
2022-11,2022-11-12,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-04,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-24,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-21,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-15,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-19,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-01,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-30,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-23,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-22,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-08,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-09,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-25,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-10,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-20,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-11,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-07,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-02,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-17,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-16,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-05,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-13,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-27,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-06,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-29,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-03,November,2022,Social Display Retargeting,West Coast,Carousel,Stay Local _ Ad 1,Annual 2022 _ Social Display Retargeting _ West Coast _ Both Device _ Carousel _ Stay Local _ Ad 1,,,0,0,0,
2022-11,2022-11-27,November,2022,Travel Ads,,,Travel Ads,,0,0,2187,77,167.974359,
2022-11,2022-11-04,November,2022,Travel Ads,,,Travel Ads,,0,0,2458,78,205.128205,
2022-11,2022-11-06,November,2022,Travel Ads,,,Travel Ads,,0,3348.45825,2017,80,205.128205,
2022-11,2022-11-01,November,2022,Travel Ads,,,Travel Ads,,0,0,2239,63,146.820513,
2022-11,2022-11-17,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,0,191.571418,18,6,12.046667,
2022-11,2022-11-27,November,2022,Google Search,USA,Text,Brand,WR _ 2023 _ Google Search _ USA _ Both Device _ Brand,0,109.639433,14,6,11.96,
2022-11,2022-11-06,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,51.664385,81,13,18.338667,
2022-11,2022-11-29,November,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0.249287,84,21,31.581333,
